japanese,copies,id,en,score,ja_ex,ko,zh,action
ぺこぺこ,2,5350,fawn *DIFF*,25,彼は上司にぺこぺこ頭を下げて、ご機嫌を取ろうとしていた。,아첨하다,巴结,DISCARD
ショック,2,2183,shock,25,テストの結果にショックを受けました。,충격을,震惊,KEEP
ショック,2,5900,shock,25,彼の突然の辞職は皆に大きなショックを与えた。,충격,震惊,DISCARD
一見,2,2186,At first glance,25,一見、彼は優しそうです。,언뜻보기에,乍一看,KEEP
一見,2,2738,unfamiliar *DIFF*,25,一見しただけでは、その複雑な機械の使い方が全く分からなかった。,낯선,陌生,DISCARD
どうやら,2,2187,Apparently,25,どうやら雨が降りそうだ。,아무래도,看来,KEEP
どうやら,2,4862,it seems like *DIFF*,25,どうやら彼はその秘密を知っているようだ。,~인 것 같다,好像,DISCARD
終日,2,2189,all day,25,今日、終日雨です。,종일,一整天,KEEP
終日,2,3951,all day,25,図書館は終日開館しています。,하루 종일,一整天,DISCARD
両立,2,2190,Balance,25,仕事と勉強を両立するのは大変です。,양립,兼顾,KEEP
両立,2,5787,compatibility *DIFF*,25,仕事と育児の両立は多くの親にとって大きな課題です。,호환성,兼容性,DISCARD
単一,2,2191,single,25,これは単一のファイルです。,단일,单一,KEEP
単一,2,4476,single,25,このシステムは単一のデータベースを使用しています。,단일,单一,DISCARD
ぶかぶか,2,2193,too big,25,この靴はぶかぶかです。,헐렁,太大,KEEP
ぶかぶか,2,5297,too big,25,子供に買った服はまだ少しぶかぶかで、来年も着られそうだ。,너무 크다,太大,DISCARD
一括,2,2195,a lump sum,25,料金を⼀括で払いました。,일괄,一次性,KEEP
一括,2,2753,all together *DIFF*,25,料金は月々の分割払いではなく、一括でお支払いいただくことも可能です。,다 같이,大家一起,DISCARD
いやに,2,2197,awfully,25,今日はいやに静かですね。,묘하게,异常,KEEP
いやに,2,2782,awfully,25,今日はなんだか、いやに静かだ。,몹시,极其,DISCARD
ボイコット,2,2198,boycott,25,その会社の商品をボイコットします。,보이콧,抵制,KEEP
ボイコット,2,5996,boycott,25,消費者は、その企業の不公正な労働慣行に抗議して製品をボイコットした。,불매운동,抵制,DISCARD
露骨,2,2199,Blatant,25,彼は露骨に嫌な顔をした。,노골,露骨,KEEP
露骨,2,5812,frank *DIFF*,25,彼の露骨な態度は皆を不快にさせた。,솔직한,坦率,DISCARD
相応,2,2205,Appropriate,25,これは彼の能力に相応しい仕事です。,상응,相称,KEEP
相応,2,4316,suitability *DIFF*,25,彼の長年の努力が、ようやく相応の成果として実を結んだ。,적합성,适用性,DISCARD
高尚,2,2206,refined,25,彼女の趣味は高尚です。,고상,高尚,KEEP
高尚,2,3587,high *DIFF*,25,彼の文学作品は常に高尚なテーマを扱っている。,높은,高,DISCARD
禁物,2,2210,no-no,25,無理は禁物です。,금물,忌讳,KEEP
禁物,2,3395,taboo *DIFF*,25,病気の時に無理をするのは禁物だ。,금기,禁忌,DISCARD
不順,2,2211,irregular,25,天気は不順です。,불순,不顺,KEEP
不順,2,5260,irregularity *DIFF*,25,今年の夏は天候が不順で、農作物への影響が心配されています。,불규칙성,不规律,DISCARD
ずらっと,2,2213,Lined up,25,本がずらっと並んでいます。,죽,整齐地排列着,KEEP
ずらっと,2,4208,in a line *DIFF*,25,店の前に新商品がずらっと並んでいた。,한 줄로,排成一列,DISCARD
昇進,2,2214,promoted,25,彼は昇進しました。,승진,升职,KEEP
昇進,2,3998,promotion *DIFF*,25,彼は長年の努力が実り、ついに部長への昇進が決まった。,승진,晋升,DISCARD
忠実,2,2215,faithful,25,犬は飼い主に忠実です。,충실,忠实,KEEP
忠実,2,4550,fidelity *DIFF*,25,彼は常に自分の信念に忠実に行動する人です。,충실,忠诚,DISCARD
指図,2,2216,ordered around,25,私はあなたに指図されたくない。,지시,指使,KEEP
指図,2,3774,instruction *DIFF*,25,上司の指図なしでは、次のステップに進めません。,지시,指示,DISCARD
品種,2,2219,variety,25,これは新しい品種のりんごです。,품종,品种,KEEP
品種,2,5218,brand *DIFF*,25,この地域では、特定の気候に適した米の品種が栽培されています。,브랜드,品牌,DISCARD
巧妙,2,2221,ingenious,25,彼らの計画は巧妙でした。,교묘,巧妙,KEEP
巧妙,2,3616,ingenious,25,その探偵は巧妙なトリックを見破り、事件を解決した。,기발한,巧妙,DISCARD
照合,2,2222,verify,25,パスワードを照合します。,대조,核对,KEEP
照合,2,3996,collation *DIFF*,25,データベースのデータを元の記録と照合するのに時間がかかりました。,대조,核对,DISCARD
突如,2,2227,suddenly,25,突如、雨が降ってきた。,갑자기,突然,KEEP
突如,2,4791,suddenly,25,彼は突如として現れ、皆を驚かせた。,갑자기,突然,DISCARD
密集,2,2230,crowded,25,人が密集しています。,빽빽하게,密集地,KEEP
密集,2,5530,crowd *DIFF*,25,都市部では人口が密集しており、住居費が高い傾向にあります。,군중,人群,DISCARD
見落とす,2,2236,overlook,25,小さい字を見落としました。,간과했습니다,忽略了,KEEP
見落とす,2,5509,to overlook *DIFF*,25,重要な詳細をうっかり見落とすことがあります。,간과하다,忽略,DISCARD
不服,2,2241,dissatisfied,25,私はその結果に不服です。,불복,不服,KEEP
不服,2,5275,dissatisfaction *DIFF*,25,彼は判決に不服を申し立てた。,불만족,不满,DISCARD
赴任,2,2242,transferred,25,私は東京に赴任します。,부임,赴任,KEEP
赴任,2,5271,(proceeding to) new appointment *DIFF*,25,彼は来月、大阪支社へ赴任します。,부임,赴任,DISCARD
獲物,2,2247,Prey,25,猫はネズミを獲物にした。,사냥감,猎物,KEEP
獲物,2,2872,game *DIFF*,25,猟師は罠で大きな獲物を捕らえた。,사냥감,猎物,DISCARD
首脳,2,2248,Leaders,25,明日、首脳会議があります。,수뇌,首脑,KEEP
首脳,2,3981,head *DIFF*,25,G7首脳会議は重要な経済問題について議論した。,대표,领导,DISCARD
素朴,2,2259,Simple,25,彼女は素朴な人です。,소박,朴素,KEEP
素朴,2,4363,simplicity *DIFF*,25,彼の素朴な人柄は多くの人々に愛されています。,단순성,简洁,DISCARD
盛り上がる,2,2262,lively,25,パーティーで盛り上がる。,고조된다,热烈,KEEP
盛り上がる,2,5642,to rouse *DIFF*,25,ライブが始まると、会場全体が一体となって盛り上がった。,불러일으키다,激起,DISCARD
賄う,2,2264,provides,25,彼は食事を賄う。,마련한다,提供,KEEP
賄う,2,5451,to give board to *DIFF*,25,大学は学生に寮と食事を賄っている。,숙식을 제공하다,提供食宿,DISCARD
契機,2,2276,Opportunity,25,留学は、日本語を勉強する良い契機になりました。,계기,契机,KEEP
契機,2,3473,opportunity,25,この失敗が、彼がより努力するようになる**契機**となった。,기회,机会,DISCARD
気まぐれ,2,2278,fickle,25,猫は気まぐれです。,변덕,任性,KEEP
気まぐれ,2,3309,whim *DIFF*,25,彼女は気まぐれな性格なので、予定がよく変わります。,변덕,心血来潮,DISCARD
所謂,2,2285,so-called,25,所謂アイドルは人気があります。,이른바,所谓的,KEEP
所謂,2,2794,the so-called *DIFF*,25,その地域は、所謂「限界集落」になりつつある。,소위,所谓,DISCARD
潤う,2,2294,moistened,25,雨で庭が潤う。,촉촉해진다,滋润,KEEP
潤う,2,2845,to be moist *DIFF*,25,乾燥した肌が化粧水で潤った。,촉촉하다,湿润,DISCARD
あくどい,2,2300,unscrupulous,25,その店のやり方はあくどい。,악랄해, மோச,KEEP
あくどい,2,2591,gaudy *DIFF*,25,彼女はあくどいデザインのアクセサリーを身につけていた。,촌스러운,俗气,DISCARD
訳がない,2,2317,no way,25,そんなこと、できる訳がない。,리가,不可能,KEEP
訳がない,2,2502,no way,25,そんなの間違っている訳がない。,리가,不可能,DISCARD
ドライ,2,2338,dry,25,彼らはとてもドライな人です。,드라이한,干燥,KEEP
ドライ,2,5956,dry,25,冬場は空気がドライになりがちなので、加湿器を使っています。,건조한,干燥,DISCARD
名札,2,2347,Name tag,25,これは私の名札です。,이름표,名牌,KEEP
名札,2,4918,name plate *DIFF*,25,子供たちは遠足で名札をつけました。,명찰,名牌,DISCARD
粗筋,2,2349,plot,25,映画の粗筋は簡単です。,줄거리,情节,KEEP
粗筋,2,2656,outline *DIFF*,25,この映画の粗筋は、夢を追いかける若者の成長を描いています。,개요,提纲,DISCARD
玄人,2,2354,professional,25,彼 は 玄人 の 職人 です。,전문가,内行,KEEP
玄人,2,3453,expert *DIFF*,25,彼はこの道の玄人なので、安心して任せられる。,전문가,专家,DISCARD
滑らか,2,2364,Smooth,25,この石鹸は肌を滑らかにします。,매끄럽게,光滑,KEEP
滑らか,2,4925,smoothness *DIFF*,25,彼女の歌声は滑らかで、聴く人を魅了する。,매끄러움,光滑,DISCARD
慌てる,2,2376,panic,25,急に電話が来て、慌てました。,당황했어요,慌,KEEP
慌てる,2,2673,to become confused (disconcerted disorganized) *DIFF*,25,電車に乗り遅れそうになって、彼は慌てた。,당황하다,慌乱,DISCARD
映える,2,2380,photogenic,25,この写真はとても映える。,예쁘게,上镜,KEEP
映える,2,5045,to shine *DIFF*,25,夕日が海に美しく映える。,빛나다,闪耀,DISCARD
申し分,2,2387,Perfect,25,このレストランの料理は申し分ありません。,흠잡을 데,无可挑剔,KEEP
申し分,2,5608,objection *DIFF*,25,彼の提案にはいくつか申し分があったので、再検討が必要だ。,이의,异议,DISCARD
抽選,2,2389,lottery,25,宝くじは抽選で決まります。,추첨,彩票,KEEP
抽選,2,4552,lottery,25,抽選の結果、彼はコンサートのチケットが当たった。,복권,彩票,DISCARD
ちやほや,2,2391,spoiled,25,弟はいつも両親にちやほやされています。,귀여움을 받습니다,娇惯,KEEP
ちやほや,2,4543,pamper *DIFF*,25,子供をちやほやしすぎるのは良くない。,애지중지하다,宠爱,DISCARD
取り立てる,2,2401,collect,25,彼は借金を取り立てる。,독촉한다,收取,KEEP
取り立てる,2,4824,to collect *DIFF*,25,彼は滞納している家賃を取り立てるために、昨日家主のところへ行った。,모으다,收集,DISCARD
厳か,2,2404,Solemn,25,結婚式は厳かに行われた。,엄숙하게,庄严,KEEP
厳か,2,2926,austere *DIFF*,25,厳かな雰囲気の中で、式典が執り行われた。,간소한,简朴,DISCARD
図る,2,2408,aim,25,成功を図る。,꾀하다,力图,KEEP
図る,2,5051,to plot *DIFF*,25,彼らは国の転覆を図った。,음모를 꾸미다,密谋,DISCARD
乱す,2,2409,messes up,25,風が髪を乱す。,헝클어뜨린다,弄乱,KEEP
乱す,2,5525,to throw out of order *DIFF*,25,彼の突然の行動が会議の進行を乱した。,흐트러뜨리다,打乱,DISCARD
漏れる,2,2410,leak,25,水が漏れる。,새고,漏,KEEP
漏れる,2,5644,to leak out *DIFF*,25,バケツの底から水が漏れている。,새다,泄漏,DISCARD
見通し,2,2424,Outlook,25,来年の経済の見通しは明るいです。,전망,前景,KEEP
見通し,2,5537,perspective *DIFF*,25,将来の見通しを立てるのは難しいが、希望を持って前に進むべきだ。,관점,视角,DISCARD
構え,2,2437,Stance,25,彼は剣道の構えをしました。,자세,架势,KEEP
構え,2,3143,posture *DIFF*,25,彼女はバレエの練習で美しい構えを披露した。,자세,姿势,DISCARD
顔付き,2,2440,expression,25,彼女は優しい顔付きをしています。,표정,脸,KEEP
顔付き,2,3052,(outward) looks *DIFF*,25,彼の真剣な顔付きから、事態の深刻さが伝わってきた。,외모,外貌,DISCARD
費やす,2,2442,spend,25,ゲームに時間を費やす。,써요,花,KEEP
費やす,2,4597,to spend *DIFF*,25,彼は研究に多くの時間を費やした。,쓰다,花,DISCARD
凝る,2,2451,stiff,25,肩が凝る。,뭉쳤어요,要特别注意,KEEP
凝る,2,3646,to congeal *DIFF*,25,傷口から流れ出た血がすぐに凝った。,응고하다,凝结,DISCARD
粉,2,2462,flour,25,これは小麦粉です。,가루,粉,KEEP
粉,2,3673,in very small pieces *DIFF*,25,この機械は穀物を粉に挽くことができます。,아주 작은 조각들로,成非常小的碎片,DISCARD
不況,2,2474,recession,25,今、日本は不況です。,불황,不景气,KEEP
不況,2,5241,recession,25,世界経済は長期的な不況に陥る可能性を秘めている。,경기 침체,经济衰退,DISCARD
くっきり,2,2489,clearly,25,富士山がくっきり見えます。,뚜렷하게,清清楚楚,KEEP
くっきり,2,3436,distinctly *DIFF*,25,今日は空気が澄んでいて、富士山がくっきり見える。,명확히,清楚地,DISCARD
腕前,2,2497,skill,25,彼の腕前はすごい。,솜씨,本领,KEEP
腕前,2,2830,ability *DIFF*,25,彼のギターの腕前はプロ並みだ。,능력,能力,DISCARD
草臥れる,2,2500,tired,25,たくさん歩いて、草臥れた。,지쳤어요,累了,KEEP
草臥れる,2,3430,to get tired *DIFF*,25,一日中農作業をしたので、すっかり草臥れてしまった。,피곤해지다,变累,DISCARD
目論見,2,2515,Plan,25,彼の計画は目論見どおりに進んだ。,계획,计划,KEEP
目論見,2,5613,a plan *DIFF*,25,彼の新しい事業の目論見は、投資家たちから大きな注目を集めている。,계획,计划,DISCARD
不景気,2,2539,recession,25,今年は不景気です。,불경기,不景气,KEEP
不景気,2,5249,business recession *DIFF*,25,世界的な不景気で、多くの企業が困難に直面しています。,경기 침체,经济衰退,DISCARD
悲惨,2,2544,Miserable,25,戦争は悲惨です。,비참,悲惨的,KEEP
悲惨,2,5172,misery *DIFF*,25,戦争は常に悲惨な結果をもたらす。,비참함,苦难,DISCARD
欠く,2,2554,lack,25,努力を欠くと、成功しません。,빠뜨리다,缺乏,KEEP
欠く,2,3060,to lack *DIFF*,25,彼には常識が欠けている。,부족하다,缺乏,DISCARD
満たす,2,2558,satisfies,25,水は私の渇きを満たす。,채워준다,满足,KEEP
満たす,2,5524,to satisfy *DIFF*,25,彼女は顧客の要望を完全に満たした。,만족시키다,满足,DISCARD
申し込み,2,2559,apply,25,イベントに申し込みます。,신청,申请,KEEP
申し込み,2,5605,application *DIFF*,25,参加の申し込みは本日までです。,신청,申请,DISCARD
著名,2,2561,Famous,25,彼は著名な作家です。,저명,著名的,KEEP
著名,2,4584,well-known *DIFF*,25,彼はその分野で著名な研究者です。,유명한,著名,DISCARD
彼方此方,2,2614,here and there,25,公園には彼方此方に季節の花が咲いている。,여기저기,这儿那儿,KEEP
彼方此方,2,2616,here and there,25,公園の彼方此方で子供たちが遊んでいる。,여기저기,到处,DISCARD
何れ,2,2720,where,25,何れの道を行けば、あの店に辿り着けますか？,어디,哪里,KEEP
何れ,2,4881,well *DIFF*,25,何れ、次のステップはどうする？,글쎄,那么,DISCARD
園,2,2877,garden (esp. man-made),25,この園には珍しい植物がたくさんある。,정원,花园,KEEP
園,2,4356,garden *DIFF*,25,この園には美しい花がたくさん咲いています。,정원,花园,DISCARD
長,2,2928,chief,25,会議には各部署の長が出席した。,수장,首长,KEEP
長,2,4896,long *DIFF*,25,この長椅子は座り心地が良い。,긴,长,DISCARD
各,2,2976,each,25,各部門は独自の目標を設定しています。,각각,每个,KEEP
各,2,4371,each,25,各参加者は、会議室で自分の席に着いてください。,각,各,DISCARD
個,2,3017,article counter,25,りんごを３個ください。,개수사,量词,KEEP
個,2,3632,individual *DIFF*,25,みかんを５個ください。,개인,个人,DISCARD
側,2,3162,side,25,川の向こう側には公園があります。,쪽,边,KEEP
側,2,3241,side,25,部屋の窓側から景色が見えます。,쪽,边,DISCARD
乾,2,3170,heaven,25,乾は天を意味し、古代中国の哲学において重要な概念である。,천국,天堂,KEEP
乾,2,5388,dried *DIFF*,25,乾季は水不足になりがちだ。,말린,干,DISCARD
館,2,3175,house,25,あの博物館は、かつて裕福な商人の館でした。,집,房子,KEEP
館,2,4434,mansion *DIFF*,25,その古い館は、長い歴史を物語っています。,저택,豪宅,DISCARD
区,2,3417,ward,25,この区は商業施設が多く、生活に便利です。,구,区,KEEP
区,2,5481,several *DIFF*,25,この区には、歴史的な建物が多く残されています。,몇몇,几个,DISCARD
種,2,3425,variety,25,このリンゴの種は珍しいです。,종류,种类,KEEP
種,2,3935,kind *DIFF*,25,この種の植物は珍しいです。,종류,种类,DISCARD
丈,2,4428,height,25,そのドレスの丈は膝上まであります。,높이,高度,KEEP
丈,2,4499,only *DIFF*,25,私はできる丈のことをした。,만,只,DISCARD
的,2,4677,#NAME?,25,彼は弓矢の的を正確に射抜いた。,#이름?,#名称?,KEEP
的,2,5484,mark *DIFF*,25,弓を引いて的に当てる。,표적,标记,DISCARD
何卒,2,4852,please,25,何卒ご理解とご協力をお願い申し上げます。,부디,请,KEEP
何卒,2,4914,please,25,何卒、本件ご検討いただけますようお願い申し上げます。,부디,请,DISCARD
何方,2,4874,which,25,この二つのうち、何方がお好みですか？,어느,哪个,KEEP
何方,2,4876,who? *DIFF*,25,会議で発表するのは何方ですか？,누구?,谁?,DISCARD
判,2,5114,seal,25,この書類にはあなたの判が必要です。,도장,印章,KEEP
判,2,5147,size (of paper or books) *DIFF*,25,この雑誌はB5判です。,판형,开本,DISCARD
